transaction_id,date,description,amount,true_category
T00851,2023-12-10,CVS/PHARMACY #42 DENVER CO,259.18,Health
T01038,2023-02-15,SQ *THE BOOK NOOK MIAMI FL,444.28,Shopping
T01196,2023-07-30,TST* PHILZ COFFEE DENVER CO,7.1,Coffee
T01583,2023-04-02,ALDI 95732 NY NY,138.31,Groceries
T01770,2023-02-16,CHEVRON 866,78.25,Gas
T00665,2023-04-18,DART RAIL OAKLAND CA,21.67,Transport
T00120,2023-01-26,ETSY.COM - SELLER0359  ,416.31,Shopping
T00853,2023-08-28,CVS/PHARMACY #266 BOSTON MA,94.79,Health
T00877,2023-11-05,WHOLEFDS MKT 671 DENVER CO,193.1,Groceries
T01589,2023-07-11,SQ *BLUE BOTTLE 6303 OAKLAND CA,8.11,Coffee
T01904,2023-01-25,LA FITNESS 278 DALLAS TX  ,76.95,Health
T01870,2023-10-17,CITY OF DALLAS WATER UT,299.18,Utilities
T01658,2023-05-15,SQ *LOCAL GROUNDS PHX AZ,3.59,Coffee
T01142,2023-10-16,SQ *BLUE BOTTLE 69 AUSTIN TX,7.32,Coffee
T00678,2023-12-31,TXU ENERGY PAYMENT,56.42,Utilities
T00281,2023-06-19,SQ *LOCAL GROUNDS AUSTIN TX,6.91,Coffee
T01824,2023-04-28,CHIPOTLE 460 CHICAGO IL,121.08,Restaurants
T00334,2023-09-02,VERIZON WIRELESS 3836,35.3,Utilities
T00824,2023-11-21,CIRCLE K # 7133,88.78,Gas
T00714,2023-02-05,DART RAIL DENVER CO,55.18,Transport
T01571,2023-04-23,GRUBHUB*THAI BASIL OAKLAND CA,118.66,Restaurants
T01755,2023-01-28,KROGER  50709 AUSTIN TX,40.2,Groceries
T01143,2023-05-17,SPOTIFY USA 5435,51.66,Entertainment
T01079,2023-10-06,ALDI 573 AUSTIN TX,89.53,Groceries
T01054,2023-02-15,KROGER 249 DALLAS TX,150.25,Groceries
T01730,2023-07-08,PEETS COFFEE #48060 OAKLAND CA,11.08,Coffee
T00482,2023-09-21,PARKING METER #63806 CHICAGO IL,14.13,Transport
T00266,2023-02-07,UBER *TRIP MIAMI FL,39.98,Transport
T00740,2023-11-10,att*bill payment 3602,253.51,Utilities
T00557,2023-12-25,ATT*BILL PAYMENT 874,217.06,Utilities
T00014,2023-06-24,SQ *THE BOOK NOOK BOSTON MA,370.78,Shopping
T00979,2023-08-19,BEST BUY #3771 DENVER CO,166.77,Shopping
T01552,2023-11-09,CVS/PHARMACY #30432 CHICAGO IL,145.31,Health
T00270,2023-04-15,PARKING METER #61080 DENVER CO,22.17,Transport
T01710,2023-01-22,EXXONMOBIL 7644 BOSTON MA,36.5,Gas
T01501,2023-01-29,VERIZON WIRELESS 32747,51.31,Utilities
T01240,2023-04-19,PARKING METER #675 AUSTIN TX  ,33.16,Transport
T00124,2023-06-23,SQ *CITY DENTAL DENVER CO,83.79,Health
T01150,2023-09-02,ETSY.COM - SELLER0,192.36,Shopping
T00969,2023-12-13,SQ *TAQUERIA EL SOL CHICAGO IL,14.69,Restaurants
T01073,2023-03-04,KROGER 36073 SEATTLE WA  ,38.91,Groceries
T01212,2023-04-03,wholefds mkt 78105 austin tx,68.71,Groceries
T01426,2023-03-20,WALMART SUPERCENTER #23,349.79,Shopping
T00250,2023-08-22,TST* THE CORNER DINER,77.7,Restaurants
T01084,2023-12-13,POS DEBIT QUEST DIAGNOSTIC,246.19,Health
T01261,2023-05-22,LA FITNESS 271 SEATTLE WA,114.32,Health
T00785,2023-01-09,SQ  *CITY DENTAL AUSTIN TX,42.81,Health
T00936,2023-06-18,AMC ONLINE #678,86.56,Entertainment
T00364,2023-07-03,TRADER JOE'S #21,39.75,Groceries
T00725,2023-03-12,DOORDASH*MCDONALDS,85.72,Restaurants
T01590,2023-02-19,TRADER JOE'S #651,215.03,Groceries
T00073,2023-12-17,VERIZON WIRELESS 77,117.94,Utilities
T00179,2023-03-17,POS DEBIT H-E-B #36,200.59,Groceries
T01623,2023-08-24,CITY OF DALLAS WATER UT,74.6,Utilities
T01577,2023-08-24,TST* THE CORNER DINER,119.09,Restaurants
T00581,2023-01-21,DART RAIL SEATTLE WA,17.79,Transport
T00224,2023-07-21,SQ *THE COMEDY CLUB SEATTLE WA,32.76,Entertainment
T01644,2023-08-29,SAFEWAY #16 PHX AZ  ,93.04,Groceries
T01318,2023-08-07,SQ *THE BOOK NOOK SEATTLE WA,301.36,Shopping
T01771,2023-05-31,SHELL OIL 32 BOSTON MA,56.72,Gas
T01428,2023-03-10,DOORDASH*MCDONALDS,52.75,Restaurants
T00307,2023-12-30,DART RAIL SEATTLE WA  ,4.82,Transport
T01734,2023-04-29,POS DEBIT QUEST DIAGNOSTIC,149.92,Health
T01952,2023-06-09,UBER *TRIP MIAMI FL,17.16,Transport
T00545,2023-11-10,UBER* EATS HELP.UBER.COM,22.5,Transport
T01272,2023-08-25,RITE AID #7673 MIAMI FL,250.36,Health
T00033,2023-11-27,POS DEBIT QUEST DIAGNOSTIC,42.72,Health
T00094,2023-12-25,STARBUCKS  STORE 9749,9.2,Coffee
T00650,2023-09-27,CVS/PHARMACY #94905 MIAMI FL,89.12,Health
T01744,2023-12-19,MTA*NYCT PAYGO BOSTON MA,49.72,Transport
T00917,2023-06-22,POS DEBIT QUEST DIAGNOSTIC,151.44,Health
T00873,2023-10-27,LA FITNESS 12384 PHX AZ,98.86,Health
T01636,2023-03-17,ATT*BILL PAYMENT 91732,217.56,Utilities
T00488,2023-07-22,CVS/PHARMACY #4937 CHICAGO IL,119.42,Health
T00200,2023-05-23,DART RAIL BOSTON MA,21.81,Transport
T01075,2023-02-02,POS DEBIT BP#84488,31.96,Gas
T01947,2023-12-03,SQ *CITY DENTAL NY NY,140.05,Health
T01733,2023-07-11,WHOLEFDS MKT 88 NY NY,219.29,Groceries
T01491,2023-08-10,netflix.com 8348,11.51,Entertainment
T00975,2023-12-22,LA FITNESS 8168 DALLAS TX,103.47,Health
T00860,2023-10-20,CHEVRON 9228,25.29,Gas
T01675,2023-11-27,EXXONMOBIL 7941 PHX AZ,39.0,Gas
T00440,2023-05-15,RITE AID #36 AUSTIN TX,162.25,Health
T01815,2023-06-26,RITE AID #3436 OAKLAND CA,107.7,Health
T01269,2023-04-13,SQ *THE BOOK NOOK SEATTLE WA,73.69,Shopping
T00750,2023-06-21,TST* PHILZ COFFEE BOSTON MA,4.84,Coffee
T00356,2023-07-08,ONCOR  ELECTRIC DELIVERY,160.61,Utilities
T01493,2023-04-18,SQ *THE BOOK NOOK AUSTIN TX,445.8,Shopping
T00444,2023-07-04,WALMART SUPERCENTER #6564,410.26,Shopping
T00220,2023-07-26,AMC ONLINE #13,67.11,Entertainment
T00415,2023-12-16,SQ *TAQUERIA EL SOL CHICAGO IL,77.7,Restaurants
T00672,2023-12-30,KROGER 095 AUSTIN TX,155.32,Groceries
T01695,2023-04-16,TARGET 39 NY NY,414.09,Shopping
T00670,2023-10-31,SQ *BLUE BOTTLE 7051 MIAMI FL,9.34,Coffee
T00221,2023-09-16,UBER *TRIP SEATTLE WA,6.63,Transport
T00930,2023-11-22,TST* PHILZ COFFEE CHICAGO IL,7.01,Coffee
T00602,2023-06-21,ALDI 0612 AUSTIN TX,203.98,Groceries
T00667,2023-02-22,TARGET 280 OAKLAND CA,272.14,Shopping
T00181,2023-02-20,POS DEBIT QUEST DIAGNOSTIC,89.67,Health
T00630,2023-05-19,CHEVRON 231,26.05,Gas
T00808,2023-06-05,dart rail oakland ca,43.54,Transport
T00431,2023-09-29,SQ *BLUE BOTTLE 748 OAKLAND CA,9.81,Coffee
T00746,2023-12-27,TARGET 74760 DENVER CO,73.43,Shopping
T01718,2023-07-03,SQ *TAQUERIA EL SOL DENVER CO,66.01,Restaurants
T00177,2023-03-24,CHIPOTLE 60513 MIAMI FL,65.59,Restaurants
T00078,2023-11-02,AMC ONLINE #499,34.59,Entertainment
T01625,2023-07-24,REGAL CINEMAS 58181 DENVER CO,33.38,Entertainment
T00552,2023-12-14,MTA*NYCT PAYGO SEATTLE WA  ,9.64,Transport
T00484,2023-08-24,ONCOR ELECTRIC DELIVERY,77.28,Utilities
